Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	9	1	dev=net(1)	InInterests	1.6	0.0992188	2	0.124023
1	9	1	dev=net(1)	OutInterests	0	0	0	0
1	9	1	dev=net(1)	DropInterests	0	0	0	0
1	9	1	dev=net(1)	InNacks	0	0	0	0
1	9	1	dev=net(1)	OutNacks	0	0	0	0
1	9	1	dev=net(1)	DropNacks	0	0	0	0
1	9	1	dev=net(1)	InData	0	0	0	0
1	9	1	dev=net(1)	OutData	1.6	1.70859	2	2.13574
1	9	1	dev=net(1)	DropData	0	0	0	0
1	9	1	dev=net(1)	InSatisfiedInterests	1.6	0	2	0
1	9	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	9	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
1	9	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	9	2	dev=net(2)	InInterests	0	0	0	0
1	9	2	dev=net(2)	OutInterests	1.6	0.0992188	2	0.124023
1	9	2	dev=net(2)	DropInterests	0	0	0	0
1	9	2	dev=net(2)	InNacks	0	0	0	0
1	9	2	dev=net(2)	OutNacks	0	0	0	0
1	9	2	dev=net(2)	DropNacks	0	0	0	0
1	9	2	dev=net(2)	InData	1.6	1.70859	2	2.13574
1	9	2	dev=net(2)	OutData	0	0	0	0
1	9	2	dev=net(2)	DropData	0	0	0	0
1	9	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
1	9	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	9	2	dev=net(2)	OutSatisfiedInterests	1.6	0	2	0
1	9	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	9	-1	all	SatisfiedInterests	1.6	0	2	0
1	9	-1	all	TimedOutInterests	0	0	0	0
1	10	1	dev=net(1)	InInterests	0	0	0	0
1	10	1	dev=net(1)	OutInterests	1.6	0.0992188	2	0.124023
1	10	1	dev=net(1)	DropInterests	0	0	0	0
1	10	1	dev=net(1)	InNacks	0	0	0	0
1	10	1	dev=net(1)	OutNacks	0	0	0	0
1	10	1	dev=net(1)	DropNacks	0	0	0	0
1	10	1	dev=net(1)	InData	1.6	1.70859	2	2.13574
1	10	1	dev=net(1)	OutData	0	0	0	0
1	10	1	dev=net(1)	DropData	0	0	0	0
1	10	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	10	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	10	1	dev=net(1)	OutSatisfiedInterests	1.6	0	2	0
1	10	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	10	3	dev=net(3)	InInterests	1.6	0.0992188	2	0.124023
1	10	3	dev=net(3)	OutInterests	0	0	0	0
1	10	3	dev=net(3)	DropInterests	0	0	0	0
1	10	3	dev=net(3)	InNacks	0	0	0	0
1	10	3	dev=net(3)	OutNacks	0	0	0	0
1	10	3	dev=net(3)	DropNacks	0	0	0	0
1	10	3	dev=net(3)	InData	0	0	0	0
1	10	3	dev=net(3)	OutData	1.6	1.70859	2	2.13574
1	10	3	dev=net(3)	DropData	0	0	0	0
1	10	3	dev=net(3)	InSatisfiedInterests	1.6	0	2	0
1	10	3	dev=net(3)	InTimedOutInterests	0	0	0	0
1	10	3	dev=net(3)	OutSatisfiedInterests	0	0	0	0
1	10	3	dev=net(3)	OutTimedOutInterests	0	0	0	0
1	10	-1	all	SatisfiedInterests	1.6	0	2	0
1	10	-1	all	TimedOutInterests	0	0	0	0
1	11	1	dev=net(1)	InInterests	1.6	0.0992188	2	0.124023
1	11	1	dev=net(1)	OutInterests	0	0	0	0
1	11	1	dev=net(1)	DropInterests	0	0	0	0
1	11	1	dev=net(1)	InNacks	0	0	0	0
1	11	1	dev=net(1)	OutNacks	0	0	0	0
1	11	1	dev=net(1)	DropNacks	0	0	0	0
1	11	1	dev=net(1)	InData	0	0	0	0
1	11	1	dev=net(1)	OutData	1.6	1.70859	2	2.13574
1	11	1	dev=net(1)	DropData	0	0	0	0
1	11	1	dev=net(1)	InSatisfiedInterests	1.6	0	2	0
1	11	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	11	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
1	11	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	11	2	dev=net(2)	InInterests	2.4	0.149219	3	0.186523
1	11	2	dev=net(2)	OutInterests	0	0	0	0
1	11	2	dev=net(2)	DropInterests	0	0	0	0
1	11	2	dev=net(2)	InNacks	0	0	0	0
1	11	2	dev=net(2)	OutNacks	0	0	0	0
1	11	2	dev=net(2)	DropNacks	0	0	0	0
1	11	2	dev=net(2)	InData	0	0	0	0
1	11	2	dev=net(2)	OutData	2.4	2.56328	3	3.2041
1	11	2	dev=net(2)	DropData	0	0	0	0
1	11	2	dev=net(2)	InSatisfiedInterests	2.4	0	3	0
1	11	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	11	2	dev=net(2)	OutSatisfiedInterests	0	0	0	0
1	11	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	11	3	dev=net(3)	InInterests	1.6	0.0992188	2	0.124023
1	11	3	dev=net(3)	OutInterests	0	0	0	0
1	11	3	dev=net(3)	DropInterests	0.8	0.0492188	1	0.0615234
1	11	3	dev=net(3)	InNacks	0	0	0	0
1	11	3	dev=net(3)	OutNacks	0	0	0	0
1	11	3	dev=net(3)	DropNacks	0	0	0	0
1	11	3	dev=net(3)	InData	0	0	0	0
1	11	3	dev=net(3)	OutData	1.6	1.70859	2	2.13574
1	11	3	dev=net(3)	DropData	0	0	0	0
1	11	3	dev=net(3)	InSatisfiedInterests	1.6	0	2	0
1	11	3	dev=net(3)	InTimedOutInterests	0	0	0	0
1	11	3	dev=net(3)	OutSatisfiedInterests	0	0	0	0
1	11	3	dev=net(3)	OutTimedOutInterests	0	0	0	0
1	11	4	dev=net(4)	InInterests	0	0	0	0
1	11	4	dev=net(4)	OutInterests	2.4	0.149219	3	0.186523
1	11	4	dev=net(4)	DropInterests	0	0	0	0
1	11	4	dev=net(4)	InNacks	0	0	0	0
1	11	4	dev=net(4)	OutNacks	0	0	0	0
1	11	4	dev=net(4)	DropNacks	0	0	0	0
1	11	4	dev=net(4)	InData	2.4	2.56328	3	3.2041
1	11	4	dev=net(4)	OutData	0	0	0	0
1	11	4	dev=net(4)	DropData	0	0	0	0
1	11	4	dev=net(4)	InSatisfiedInterests	0	0	0	0
1	11	4	dev=net(4)	InTimedOutInterests	0	0	0	0
1	11	4	dev=net(4)	OutSatisfiedInterests	2.4	0	3	0
1	11	4	dev=net(4)	OutTimedOutInterests	0	0	0	0
1	11	-1	all	SatisfiedInterests	4.8	0	6	0
1	11	-1	all	TimedOutInterests	0	0	0	0
1	12	2	dev=net(2)	InInterests	0	0	0	0
1	12	2	dev=net(2)	OutInterests	2.4	0.149219	3	0.186523
1	12	2	dev=net(2)	DropInterests	0	0	0	0
1	12	2	dev=net(2)	InNacks	0	0	0	0
1	12	2	dev=net(2)	OutNacks	0	0	0	0
1	12	2	dev=net(2)	DropNacks	0	0	0	0
1	12	2	dev=net(2)	InData	2.4	2.56328	3	3.2041
1	12	2	dev=net(2)	OutData	0	0	0	0
1	12	2	dev=net(2)	DropData	0	0	0	0
1	12	2	dev=net(2)	InSatisfiedInterests	0	0	0	0
1	12	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	12	2	dev=net(2)	OutSatisfiedInterests	2.4	0	3	0
1	12	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	12	3	dev=net(3)	InInterests	2.4	0.149219	3	0.186523
1	12	3	dev=net(3)	OutInterests	0	0	0	0
1	12	3	dev=net(3)	DropInterests	0.8	0.0492188	1	0.0615234
1	12	3	dev=net(3)	InNacks	0	0	0	0
1	12	3	dev=net(3)	OutNacks	0	0	0	0
1	12	3	dev=net(3)	DropNacks	0	0	0	0
1	12	3	dev=net(3)	InData	0	0	0	0
1	12	3	dev=net(3)	OutData	2.4	2.56328	3	3.2041
1	12	3	dev=net(3)	DropData	0	0	0	0
1	12	3	dev=net(3)	InSatisfiedInterests	2.4	0	3	0
1	12	3	dev=net(3)	InTimedOutInterests	0	0	0	0
1	12	3	dev=net(3)	OutSatisfiedInterests	0	0	0	0
1	12	3	dev=net(3)	OutTimedOutInterests	0	0	0	0
1	12	4	dev=net(4)	InInterests	1.6	0.0992188	2	0.124023
1	12	4	dev=net(4)	OutInterests	0	0	0	0
1	12	4	dev=net(4)	DropInterests	0	0	0	0
1	12	4	dev=net(4)	InNacks	0	0	0	0
1	12	4	dev=net(4)	OutNacks	0	0	0	0
1	12	4	dev=net(4)	DropNacks	0	0	0	0
1	12	4	dev=net(4)	InData	0	0	0	0
1	12	4	dev=net(4)	OutData	1.6	1.70859	2	2.13574
1	12	4	dev=net(4)	DropData	0	0	0	0
1	12	4	dev=net(4)	InSatisfiedInterests	1.6	0	2	0
1	12	4	dev=net(4)	InTimedOutInterests	0	0	0	0
1	12	4	dev=net(4)	OutSatisfiedInterests	0	0	0	0
1	12	4	dev=net(4)	OutTimedOutInterests	0	0	0	0
1	12	-1	all	SatisfiedInterests	3.2	0	4	0
1	12	-1	all	TimedOutInterests	0	0	0	0
1	13	1	dev=net(1)	InInterests	0	0	0	0
1	13	1	dev=net(1)	OutInterests	1.6	0.0992188	2	0.124023
1	13	1	dev=net(1)	DropInterests	0	0	0	0
1	13	1	dev=net(1)	InNacks	0	0	0	0
1	13	1	dev=net(1)	OutNacks	0	0	0	0
1	13	1	dev=net(1)	DropNacks	0	0	0	0
1	13	1	dev=net(1)	InData	1.6	1.70859	2	2.13574
1	13	1	dev=net(1)	OutData	0	0	0	0
1	13	1	dev=net(1)	DropData	0	0	0	0
1	13	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	13	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	13	1	dev=net(1)	OutSatisfiedInterests	1.6	0	2	0
1	13	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	13	2	dev=net(2)	InInterests	1.6	0.0992188	2	0.124023
1	13	2	dev=net(2)	OutInterests	0	0	0	0
1	13	2	dev=net(2)	DropInterests	0	0	0	0
1	13	2	dev=net(2)	InNacks	0	0	0	0
1	13	2	dev=net(2)	OutNacks	0	0	0	0
1	13	2	dev=net(2)	DropNacks	0	0	0	0
1	13	2	dev=net(2)	InData	0	0	0	0
1	13	2	dev=net(2)	OutData	1.6	1.70859	2	2.13574
1	13	2	dev=net(2)	DropData	0	0	0	0
1	13	2	dev=net(2)	InSatisfiedInterests	1.6	0	2	0
1	13	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	13	2	dev=net(2)	OutSatisfiedInterests	0	0	0	0
1	13	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	13	-1	all	SatisfiedInterests	1.6	0	2	0
1	13	-1	all	TimedOutInterests	0	0	0	0
1	14	1	dev=net(1)	InInterests	0	0	0	0
1	14	1	dev=net(1)	OutInterests	2.4	0.149219	3	0.186523
1	14	1	dev=net(1)	DropInterests	0	0	0	0
1	14	1	dev=net(1)	InNacks	0	0	0	0
1	14	1	dev=net(1)	OutNacks	0	0	0	0
1	14	1	dev=net(1)	DropNacks	0	0	0	0
1	14	1	dev=net(1)	InData	2.4	2.56328	3	3.2041
1	14	1	dev=net(1)	OutData	0	0	0	0
1	14	1	dev=net(1)	DropData	0	0	0	0
1	14	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	14	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	14	1	dev=net(1)	OutSatisfiedInterests	2.4	0	3	0
1	14	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	14	2	dev=net(2)	InInterests	2.4	0.149219	3	0.186523
1	14	2	dev=net(2)	OutInterests	0	0	0	0
1	14	2	dev=net(2)	DropInterests	0.8	0.0492188	1	0.0615234
1	14	2	dev=net(2)	InNacks	0	0	0	0
1	14	2	dev=net(2)	OutNacks	0	0	0	0
1	14	2	dev=net(2)	DropNacks	0	0	0	0
1	14	2	dev=net(2)	InData	0	0	0	0
1	14	2	dev=net(2)	OutData	2.4	2.56328	3	3.2041
1	14	2	dev=net(2)	DropData	0	0	0	0
1	14	2	dev=net(2)	InSatisfiedInterests	2.4	0	3	0
1	14	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	14	2	dev=net(2)	OutSatisfiedInterests	0	0	0	0
1	14	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	14	3	dev=net(3)	InInterests	0.8	0.0492188	1	0.0615234
1	14	3	dev=net(3)	OutInterests	0	0	0	0
1	14	3	dev=net(3)	DropInterests	0	0	0	0
1	14	3	dev=net(3)	InNacks	0	0	0	0
1	14	3	dev=net(3)	OutNacks	0	0	0	0
1	14	3	dev=net(3)	DropNacks	0	0	0	0
1	14	3	dev=net(3)	InData	0	0	0	0
1	14	3	dev=net(3)	OutData	0.8	0.853906	1	1.06738
1	14	3	dev=net(3)	DropData	0	0	0	0
1	14	3	dev=net(3)	InSatisfiedInterests	0.8	0	1	0
1	14	3	dev=net(3)	InTimedOutInterests	0	0	0	0
1	14	3	dev=net(3)	OutSatisfiedInterests	0	0	0	0
1	14	3	dev=net(3)	OutTimedOutInterests	0	0	0	0
1	14	-1	all	SatisfiedInterests	2.4	0	3	0
1	14	-1	all	TimedOutInterests	0	0	0	0
1	15	1	dev=net(1)	InInterests	0	0	0	0
1	15	1	dev=net(1)	OutInterests	2.4	0.149219	3	0.186523
1	15	1	dev=net(1)	DropInterests	0	0	0	0
1	15	1	dev=net(1)	InNacks	0	0	0	0
1	15	1	dev=net(1)	OutNacks	0	0	0	0
1	15	1	dev=net(1)	DropNacks	0	0	0	0
1	15	1	dev=net(1)	InData	2.4	2.56328	3	3.2041
1	15	1	dev=net(1)	OutData	0	0	0	0
1	15	1	dev=net(1)	DropData	0	0	0	0
1	15	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	15	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	15	1	dev=net(1)	OutSatisfiedInterests	2.4	0	3	0
1	15	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	15	2	dev=net(2)	InInterests	1.6	0.0992188	2	0.124023
1	15	2	dev=net(2)	OutInterests	0	0	0	0
1	15	2	dev=net(2)	DropInterests	0	0	0	0
1	15	2	dev=net(2)	InNacks	0	0	0	0
1	15	2	dev=net(2)	OutNacks	0	0	0	0
1	15	2	dev=net(2)	DropNacks	0	0	0	0
1	15	2	dev=net(2)	InData	0	0	0	0
1	15	2	dev=net(2)	OutData	1.6	1.70859	2	2.13574
1	15	2	dev=net(2)	DropData	0	0	0	0
1	15	2	dev=net(2)	InSatisfiedInterests	1.6	0	2	0
1	15	2	dev=net(2)	InTimedOutInterests	0	0	0	0
1	15	2	dev=net(2)	OutSatisfiedInterests	0	0	0	0
1	15	2	dev=net(2)	OutTimedOutInterests	0	0	0	0
1	15	3	dev=net(3)	InInterests	2.4	0.149219	3	0.186523
1	15	3	dev=net(3)	OutInterests	0	0	0	0
1	15	3	dev=net(3)	DropInterests	0.8	0.0492188	1	0.0615234
1	15	3	dev=net(3)	InNacks	0	0	0	0
1	15	3	dev=net(3)	OutNacks	0	0	0	0
1	15	3	dev=net(3)	DropNacks	0	0	0	0
1	15	3	dev=net(3)	InData	0	0	0	0
1	15	3	dev=net(3)	OutData	2.4	2.56328	3	3.2041
1	15	3	dev=net(3)	DropData	0	0	0	0
1	15	3	dev=net(3)	InSatisfiedInterests	2.4	0	3	0
1	15	3	dev=net(3)	InTimedOutInterests	0	0	0	0
1	15	3	dev=net(3)	OutSatisfiedInterests	0	0	0	0
1	15	3	dev=net(3)	OutTimedOutInterests	0	0	0	0
1	15	4	dev=net(4)	InInterests	0.8	0.0492188	1	0.0615234
1	15	4	dev=net(4)	OutInterests	0	0	0	0
1	15	4	dev=net(4)	DropInterests	0.8	0.0492188	1	0.0615234
1	15	4	dev=net(4)	InNacks	0	0	0	0
1	15	4	dev=net(4)	OutNacks	0	0	0	0
1	15	4	dev=net(4)	DropNacks	0	0	0	0
1	15	4	dev=net(4)	InData	0	0	0	0
1	15	4	dev=net(4)	OutData	0.8	0.853906	1	1.06738
1	15	4	dev=net(4)	DropData	0	0	0	0
1	15	4	dev=net(4)	InSatisfiedInterests	0.8	0	1	0
1	15	4	dev=net(4)	InTimedOutInterests	0	0	0	0
1	15	4	dev=net(4)	OutSatisfiedInterests	0	0	0	0
1	15	4	dev=net(4)	OutTimedOutInterests	0	0	0	0
1	15	-1	all	SatisfiedInterests	3.2	0	4	0
1	15	-1	all	TimedOutInterests	0	0	0	0
1	16	43	dev=net(43)	InInterests	0	0	0	0
1	16	43	dev=net(43)	OutInterests	2.4	0.149219	3	0.186523
1	16	43	dev=net(43)	DropInterests	0	0	0	0
1	16	43	dev=net(43)	InNacks	0	0	0	0
1	16	43	dev=net(43)	OutNacks	0	0	0	0
1	16	43	dev=net(43)	DropNacks	0	0	0	0
1	16	43	dev=net(43)	InData	2.4	2.56328	3	3.2041
1	16	43	dev=net(43)	OutData	0	0	0	0
1	16	43	dev=net(43)	DropData	0	0	0	0
1	16	43	dev=net(43)	InSatisfiedInterests	0	0	0	0
1	16	43	dev=net(43)	InTimedOutInterests	0	0	0	0
1	16	43	dev=net(43)	OutSatisfiedInterests	2.4	0	3	0
1	16	43	dev=net(43)	OutTimedOutInterests	0	0	0	0
1	16	1	dev=net(1)	InInterests	2.4	0.149219	3	0.186523
1	16	1	dev=net(1)	OutInterests	0	0	0	0
1	16	1	dev=net(1)	DropInterests	0	0	0	0
1	16	1	dev=net(1)	InNacks	0	0	0	0
1	16	1	dev=net(1)	OutNacks	0	0	0	0
1	16	1	dev=net(1)	DropNacks	0	0	0	0
1	16	1	dev=net(1)	InData	0	0	0	0
1	16	1	dev=net(1)	OutData	2.4	2.56328	3	3.2041
1	16	1	dev=net(1)	DropData	0	0	0	0
1	16	1	dev=net(1)	InSatisfiedInterests	2.4	0	3	0
1	16	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	16	1	dev=net(1)	OutSatisfiedInterests	0	0	0	0
1	16	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	16	27	dev=net(27)	InInterests	0.8	0.0492188	1	0.0615234
1	16	27	dev=net(27)	OutInterests	0	0	0	0
1	16	27	dev=net(27)	DropInterests	0	0	0	0
1	16	27	dev=net(27)	InNacks	0	0	0	0
1	16	27	dev=net(27)	OutNacks	0	0	0	0
1	16	27	dev=net(27)	DropNacks	0	0	0	0
1	16	27	dev=net(27)	InData	0	0	0	0
1	16	27	dev=net(27)	OutData	0.8	0.853906	1	1.06738
1	16	27	dev=net(27)	DropData	0	0	0	0
1	16	27	dev=net(27)	InSatisfiedInterests	0.8	0	1	0
1	16	27	dev=net(27)	InTimedOutInterests	0	0	0	0
1	16	27	dev=net(27)	OutSatisfiedInterests	0	0	0	0
1	16	27	dev=net(27)	OutTimedOutInterests	0	0	0	0
1	16	-1	all	SatisfiedInterests	3.2	0	4	0
1	16	-1	all	TimedOutInterests	0	0	0	0
1	17	1	dev=net(1)	InInterests	0	0	0	0
1	17	1	dev=net(1)	OutInterests	1.6	0.0992188	2	0.124023
1	17	1	dev=net(1)	DropInterests	0	0	0	0
1	17	1	dev=net(1)	InNacks	0	0	0	0
1	17	1	dev=net(1)	OutNacks	0	0	0	0
1	17	1	dev=net(1)	DropNacks	0	0	0	0
1	17	1	dev=net(1)	InData	1.6	1.70859	2	2.13574
1	17	1	dev=net(1)	OutData	0	0	0	0
1	17	1	dev=net(1)	DropData	0	0	0	0
1	17	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	17	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	17	1	dev=net(1)	OutSatisfiedInterests	1.6	0	2	0
1	17	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	17	19	dev=net(19)	InInterests	1.6	0.0992188	2	0.124023
1	17	19	dev=net(19)	OutInterests	0	0	0	0
1	17	19	dev=net(19)	DropInterests	0	0	0	0
1	17	19	dev=net(19)	InNacks	0	0	0	0
1	17	19	dev=net(19)	OutNacks	0	0	0	0
1	17	19	dev=net(19)	DropNacks	0	0	0	0
1	17	19	dev=net(19)	InData	0	0	0	0
1	17	19	dev=net(19)	OutData	1.6	1.70859	2	2.13574
1	17	19	dev=net(19)	DropData	0	0	0	0
1	17	19	dev=net(19)	InSatisfiedInterests	1.6	0	2	0
1	17	19	dev=net(19)	InTimedOutInterests	0	0	0	0
1	17	19	dev=net(19)	OutSatisfiedInterests	0	0	0	0
1	17	19	dev=net(19)	OutTimedOutInterests	0	0	0	0
1	17	29	dev=net(29)	InInterests	0.8	0.0492188	1	0.0615234
1	17	29	dev=net(29)	OutInterests	0	0	0	0
1	17	29	dev=net(29)	DropInterests	0.8	0.0492188	1	0.0615234
1	17	29	dev=net(29)	InNacks	0	0	0	0
1	17	29	dev=net(29)	OutNacks	0	0	0	0
1	17	29	dev=net(29)	DropNacks	0	0	0	0
1	17	29	dev=net(29)	InData	0	0	0	0
1	17	29	dev=net(29)	OutData	0.8	0.853906	1	1.06738
1	17	29	dev=net(29)	DropData	0	0	0	0
1	17	29	dev=net(29)	InSatisfiedInterests	0.8	0	1	0
1	17	29	dev=net(29)	InTimedOutInterests	0	0	0	0
1	17	29	dev=net(29)	OutSatisfiedInterests	0	0	0	0
1	17	29	dev=net(29)	OutTimedOutInterests	0	0	0	0
1	17	-1	all	SatisfiedInterests	1.6	0	2	0
1	17	-1	all	TimedOutInterests	0	0	0	0
1	18	1	dev=net(1)	InInterests	0	0	0	0
1	18	1	dev=net(1)	OutInterests	1.6	0.0992188	2	0.124023
1	18	1	dev=net(1)	DropInterests	0	0	0	0
1	18	1	dev=net(1)	InNacks	0	0	0	0
1	18	1	dev=net(1)	OutNacks	0	0	0	0
1	18	1	dev=net(1)	DropNacks	0	0	0	0
1	18	1	dev=net(1)	InData	1.6	1.70859	2	2.13574
1	18	1	dev=net(1)	OutData	0	0	0	0
1	18	1	dev=net(1)	DropData	0	0	0	0
1	18	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	18	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	18	1	dev=net(1)	OutSatisfiedInterests	1.6	0	2	0
1	18	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	18	31	dev=net(31)	InInterests	1.6	0.0992188	2	0.124023
1	18	31	dev=net(31)	OutInterests	0	0	0	0
1	18	31	dev=net(31)	DropInterests	0	0	0	0
1	18	31	dev=net(31)	InNacks	0	0	0	0
1	18	31	dev=net(31)	OutNacks	0	0	0	0
1	18	31	dev=net(31)	DropNacks	0	0	0	0
1	18	31	dev=net(31)	InData	0	0	0	0
1	18	31	dev=net(31)	OutData	1.6	1.70859	2	2.13574
1	18	31	dev=net(31)	DropData	0	0	0	0
1	18	31	dev=net(31)	InSatisfiedInterests	1.6	0	2	0
1	18	31	dev=net(31)	InTimedOutInterests	0	0	0	0
1	18	31	dev=net(31)	OutSatisfiedInterests	0	0	0	0
1	18	31	dev=net(31)	OutTimedOutInterests	0	0	0	0
1	18	-1	all	SatisfiedInterests	1.6	0	2	0
1	18	-1	all	TimedOutInterests	0	0	0	0
1	19	1	dev=net(1)	InInterests	0	0	0	0
1	19	1	dev=net(1)	OutInterests	0.8	0.0492188	1	0.0615234
1	19	1	dev=net(1)	DropInterests	0	0	0	0
1	19	1	dev=net(1)	InNacks	0	0	0	0
1	19	1	dev=net(1)	OutNacks	0	0	0	0
1	19	1	dev=net(1)	DropNacks	0	0	0	0
1	19	1	dev=net(1)	InData	0.8	0.853906	1	1.06738
1	19	1	dev=net(1)	OutData	0	0	0	0
1	19	1	dev=net(1)	DropData	0	0	0	0
1	19	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	19	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	19	1	dev=net(1)	OutSatisfiedInterests	0.8	0	1	0
1	19	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	19	16	dev=net(16)	InInterests	0.8	0.0492188	1	0.0615234
1	19	16	dev=net(16)	OutInterests	0	0	0	0
1	19	16	dev=net(16)	DropInterests	0	0	0	0
1	19	16	dev=net(16)	InNacks	0	0	0	0
1	19	16	dev=net(16)	OutNacks	0	0	0	0
1	19	16	dev=net(16)	DropNacks	0	0	0	0
1	19	16	dev=net(16)	InData	0	0	0	0
1	19	16	dev=net(16)	OutData	0.8	0.853906	1	1.06738
1	19	16	dev=net(16)	DropData	0	0	0	0
1	19	16	dev=net(16)	InSatisfiedInterests	0.8	0	1	0
1	19	16	dev=net(16)	InTimedOutInterests	0	0	0	0
1	19	16	dev=net(16)	OutSatisfiedInterests	0	0	0	0
1	19	16	dev=net(16)	OutTimedOutInterests	0	0	0	0
1	19	-1	all	SatisfiedInterests	0.8	0	1	0
1	19	-1	all	TimedOutInterests	0	0	0	0
1	20	1	dev=net(1)	InInterests	0	0	0	0
1	20	1	dev=net(1)	OutInterests	1.6	0.0992188	2	0.124023
1	20	1	dev=net(1)	DropInterests	0	0	0	0
1	20	1	dev=net(1)	InNacks	0	0	0	0
1	20	1	dev=net(1)	OutNacks	0	0	0	0
1	20	1	dev=net(1)	DropNacks	0	0	0	0
1	20	1	dev=net(1)	InData	1.6	1.70859	2	2.13574
1	20	1	dev=net(1)	OutData	0	0	0	0
1	20	1	dev=net(1)	DropData	0	0	0	0
1	20	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	20	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	20	1	dev=net(1)	OutSatisfiedInterests	1.6	0	2	0
1	20	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	20	6	dev=net(6)	InInterests	1.6	0.0992188	2	0.124023
1	20	6	dev=net(6)	OutInterests	0	0	0	0
1	20	6	dev=net(6)	DropInterests	0	0	0	0
1	20	6	dev=net(6)	InNacks	0	0	0	0
1	20	6	dev=net(6)	OutNacks	0	0	0	0
1	20	6	dev=net(6)	DropNacks	0	0	0	0
1	20	6	dev=net(6)	InData	0	0	0	0
1	20	6	dev=net(6)	OutData	1.6	1.70859	2	2.13574
1	20	6	dev=net(6)	DropData	0	0	0	0
1	20	6	dev=net(6)	InSatisfiedInterests	1.6	0	2	0
1	20	6	dev=net(6)	InTimedOutInterests	0	0	0	0
1	20	6	dev=net(6)	OutSatisfiedInterests	0	0	0	0
1	20	6	dev=net(6)	OutTimedOutInterests	0	0	0	0
1	20	-1	all	SatisfiedInterests	1.6	0	2	0
1	20	-1	all	TimedOutInterests	0	0	0	0
1	21	1	dev=net(1)	InInterests	0	0	0	0
1	21	1	dev=net(1)	OutInterests	2.4	0.149219	3	0.186523
1	21	1	dev=net(1)	DropInterests	0	0	0	0
1	21	1	dev=net(1)	InNacks	0	0	0	0
1	21	1	dev=net(1)	OutNacks	0	0	0	0
1	21	1	dev=net(1)	DropNacks	0	0	0	0
1	21	1	dev=net(1)	InData	2.4	2.56328	3	3.2041
1	21	1	dev=net(1)	OutData	0	0	0	0
1	21	1	dev=net(1)	DropData	0	0	0	0
1	21	1	dev=net(1)	InSatisfiedInterests	0	0	0	0
1	21	1	dev=net(1)	InTimedOutInterests	0	0	0	0
1	21	1	dev=net(1)	OutSatisfiedInterests	2.4	0	3	0
1	21	1	dev=net(1)	OutTimedOutInterests	0	0	0	0
1	21	2	dev=net(2)	InInterests	2.4	0.149219	3	0.186523
1	21	2	dev=net(2)	OutInterests	0	0	0	0
1	21	2	dev=net(2)	DropInterests	0	0	0	0
1	21	2	dev=net(2)	InNacks	0	0	0	0
1	21	2	dev=net(2)	OutNacks	0	0	0	0
1	21	2	dev=net(2)	DropNacks	0	0	0	0
1	21	2	dev=net(2)	InData	0	0	0	0
1	21	2	dev=net(2)	OutData	2.4	2.56328	3	3.2041
